dataset/real/ape/real1.png;-2.818457902123532310e-01;-6.032481990846497721e-01;6.534595646367771238e-01;-3.600627142949052173e-01
dataset/real/ape/real2.png;-2.975296329306236776e-01;-5.838329797881482985e-01;6.765174897507842955e-01;-3.360643618433190594e-01
dataset/real/ape/real4.png;-2.486904270007021245e-01;-6.194070118326642227e-01;6.705960013539634668e-01;-3.237113346468010744e-01
dataset/real/ape/real6.png;-2.235159732610958461e-01;-6.032749863338896512e-01;7.080386618898736328e-01;-2.911720347667130504e-01
dataset/real/ape/real8.png;-2.159332510505924674e-01;-5.748128676642813017e-01;7.410565052274850073e-01;-2.716583411535770098e-01
dataset/real/ape/real13.png;-1.365210835945265544e-01;-5.952734533185023436e-01;7.705010501540120460e-01;-1.825914598769789732e-01
dataset/real/ape/real15.png;-7.812415712836291715e-02;-5.945832119461557097e-01;7.876504515059975509e-01;-1.413300618664477537e-01
dataset/real/ape/real20.png;-1.094640485386519368e-01;-8.459353961459739057e-01;5.156338582736269549e-01;-8.082482184783860990e-02
dataset/real/ape/real23.png;-6.476195125854351808e-02;-8.336254757538031912e-01;5.440578539090926702e-01;-6.982483400097523607e-02
dataset/real/ape/real24.png;-7.720578664442658001e-02;-7.853441087703507684e-01;6.084688133798712428e-01;-8.390232697851798815e-02
dataset/real/ape/real25.png;-9.297804634867608276e-02;-6.732088410558126901e-01;7.224231661571767216e-01;-1.274743433829462202e-01
dataset/real/ape/real26.png;-1.208760267073065164e-01;-5.842777740409850207e-01;7.384554858837123481e-01;-3.141527722262158484e-01
dataset/real/ape/real29.png;-1.054016752926803524e-01;-5.344268289340718958e-01;7.798759439985927244e-01;-3.083374179908638379e-01
dataset/real/ape/real31.png;-8.615561213449110523e-02;-5.175734159326955686e-01;8.111363873866053176e-01;-2.583654982285731316e-01
dataset/real/ape/real34.png;-4.176680220771131907e-02;-4.494919034657208767e-01;8.687368289939565447e-01;-2.037372938409393319e-01
dataset/real/ape/real35.png;-4.534856046228351312e-02;-4.485505880364243358e-01;8.713707558743579717e-01;-1.935429767341795282e-01
dataset/real/ape/real36.png;-1.418330573946139928e-01;-4.739850507932100721e-01;8.037253169408439257e-01;-3.305255971373388113e-01
dataset/real/ape/real37.png;-1.551532110974394307e-01;-4.730074697783667181e-01;7.975089577154667042e-01;-3.408384910534758006e-01
dataset/real/ape/real38.png;-1.707386757191872717e-01;-4.781324765803143806e-01;7.790557728742960597e-01;-3.678447256711269153e-01
dataset/real/ape/real43.png;-2.609873147947617267e-01;-6.645172063475102142e-01;5.202775958684356938e-01;-4.686296269141349558e-01
dataset/real/ape/real44.png;-3.843019135804546793e-01;-5.489413304870329746e-01;5.664289927654833079e-01;-4.797224729530673581e-01
dataset/real/ape/real49.png;-2.364538284713396110e-01;-4.202381637591535157e-01;7.492042772844889065e-01;-4.540731478740049898e-01
dataset/real/ape/real51.png;-2.340014891844263423e-01;-3.910607238692193621e-01;7.146806119871785823e-01;-5.306094949734548871e-01
dataset/real/ape/real52.png;-1.331990204150315937e-01;-5.088824098871308488e-01;6.171148873954147573e-01;-5.852058865244659236e-01
dataset/real/ape/real54.png;-2.042448143400834581e-01;-4.971971857583361576e-01;5.984592424604212590e-01;-5.940753735031223393e-01
dataset/real/ape/real55.png;-2.258752196505577070e-01;-5.843520576580810699e-01;5.155843440441032488e-01;-5.845389995844511022e-01
dataset/real/ape/real56.png;-2.330857186318226193e-01;-5.909639602174858730e-01;5.094345516773742810e-01;-5.804386987884467830e-01
dataset/real/ape/real63.png;-2.847479384001412317e-01;-8.037145094831811276e-01;3.339275743449956479e-01;-4.018133570641303498e-01
dataset/real/ape/real65.png;-1.586410934642557280e-01;-8.111069705834447197e-01;4.485882713267841937e-01;-3.401573879301453829e-01
dataset/real/ape/real66.png;-1.249946935227744665e-01;-7.917352723407996562e-01;4.864887236601523890e-01;-3.476496898806374358e-01
dataset/real/ape/real69.png;-2.146006964315244903e-01;-8.563243747848475751e-01;4.237972524299825627e-01;-2.026104515399985428e-01
dataset/real/ape/real70.png;-2.073106673905737163e-01;-8.564653251127327671e-01;4.304571139332546426e-01;-1.954382437750319668e-01
dataset/real/ape/real72.png;-2.269836020550256295e-01;-7.162875277575818656e-01;5.875831177161440211e-01;-3.002610560029935760e-01
dataset/real/ape/real73.png;-1.980093084743015930e-01;-4.732814680487608117e-01;8.391462464558715473e-01;-1.806392615633728993e-01
dataset/real/ape/real74.png;-2.854927957565827068e-01;-6.588975962702863232e-01;6.664476632528679723e-01;-2.004877386403498274e-01
dataset/real/ape/real75.png;-3.643664937964821715e-01;-6.374665932311689431e-01;6.052666439429508216e-01;-3.074503056475026974e-01
dataset/real/ape/real76.png;-3.806547520128315543e-01;-6.310264423134639422e-01;6.004412888556306394e-01;-3.104478176902706887e-01
dataset/real/ape/real77.png;-4.937170716950150529e-01;-4.677746943786372236e-01;6.462494736439066134e-01;-3.461096737030702752e-01
dataset/real/ape/real79.png;-4.669438334398934298e-01;-4.026394842633718163e-01;6.741339378900005341e-01;-4.066796477689824663e-01
dataset/real/ape/real81.png;-2.630635996441975655e-01;-5.411802046588186643e-01;7.153317475722834606e-01;-3.552773839450799609e-01
dataset/real/ape/real82.png;-2.164231616283418258e-01;-5.042454627424449720e-01;6.891567485197110932e-01;-4.732446559488970861e-01
