dataset/coarse/ape/coarse0.png;-2.167969168643001376e-01;-5.855909685700638745e-01;7.631570083471646004e-01;-1.663541252206085508e-01
dataset/coarse/ape/coarse1.png;-1.932286186616519186e-01;-6.801931350213040739e-01;6.801931350213040739e-01;-1.932286186616519186e-01
dataset/coarse/ape/coarse2.png;-1.663541252206085508e-01;-7.631570083471644894e-01;5.855909685700642076e-01;-2.167969168643001932e-01
dataset/coarse/ape/coarse3.png;-1.578449538337970970e-01;-3.621341471559604841e-01;8.945351287947344021e-01;-2.091667597038772697e-01
dataset/coarse/ape/coarse4.png;-1.291928276891508853e-01;-4.757963034944145408e-01;8.396142654607757772e-01;-2.279802098636951047e-01
dataset/coarse/ape/coarse5.png;-9.833017644372440969e-02;-5.813174531644217380e-01;7.703273692597304434e-01;-2.428928554246894966e-01
dataset/coarse/ape/coarse6.png;-1.094448677514047313e-01;-6.029409895898323324e-01;7.857679959594550123e-01;-8.398000072144108652e-02
dataset/coarse/ape/coarse7.png;-9.754696201905961594e-02;-7.003460503214480326e-01;7.003460503214478106e-01;-9.754696201905961594e-02
dataset/coarse/ape/coarse8.png;-8.398000072144105876e-02;-7.857679959594547903e-01;6.029409895898324434e-01;-1.094448677514047591e-01
dataset/coarse/ape/coarse9.png;-1.225211666540599320e-01;-1.382555896005220886e-01;9.409537147218528519e-01;-2.836900816332605380e-01
dataset/coarse/ape/coarse10.png;-8.444399496250691584e-02;-2.598918993036000713e-01;9.148577495878850163e-01;-2.972552950077257394e-01
dataset/coarse/ape/coarse11.png;-4.492196310484688343e-02;-3.770813865539460741e-01;8.731083147119808041e-01;-3.057343878698708939e-01
dataset/coarse/ape/coarse12.png;-6.202420761899651164e-02;-1.435807808921125694e-01;9.771964062205178436e-01;-1.436131633846700062e-01
dataset/coarse/ape/coarse13.png;-4.274830255535933682e-02;-2.699021533626070335e-01;9.500953028944574275e-01;-1.504803165093420436e-01
dataset/coarse/ape/coarse14.png;-2.274096218293135754e-02;-3.916054251580526890e-01;9.067378055196906317e-01;-1.547727096975134442e-01
dataset/coarse/ape/coarse15.png;0.000000000000000000e+00;-7.933533402912350541e-01;-6.087614290087206559e-01;-0.000000000000000000e+00
dataset/coarse/ape/coarse16.png;0.000000000000000000e+00;-7.071067811865474617e-01;-7.071067811865474617e-01;-0.000000000000000000e+00
dataset/coarse/ape/coarse17.png;0.000000000000000000e+00;-6.087614290087206559e-01;-7.933533402912350541e-01;-0.000000000000000000e+00
dataset/coarse/ape/coarse18.png;-6.356162406670438914e-02;1.140044157103960176e-01;8.659495095010686372e-01;-4.827984674161597822e-01
dataset/coarse/ape/coarse19.png;0.000000000000000000e+00;-0.000000000000000000e+00;-8.734217536829558259e-01;4.869645163596520443e-01
dataset/coarse/ape/coarse20.png;6.356162406670438914e-02;-1.140044157103960176e-01;8.659495095010686372e-01;-4.827984674161597822e-01
dataset/coarse/ape/coarse21.png;-7.214905471551810376e-03;2.217516905270737748e-01;8.931497218741203392e-01;-3.912259030325094811e-01
dataset/coarse/ape/coarse22.png;4.391204646561677055e-02;1.032751417953956391e-01;9.144531059724033684e-01;-3.888206453363396431e-01
dataset/coarse/ape/coarse23.png;9.428765111303927249e-02;-1.696847324568032458e-02;9.201099438931982233e-01;-3.797625585970157425e-01
dataset/coarse/ape/coarse24.png;-9.428765111303927249e-02;1.696847324568032458e-02;9.201099438931982233e-01;-3.797625585970157425e-01
dataset/coarse/ape/coarse25.png;-4.391204646561677055e-02;-1.032751417953956391e-01;9.144531059724033684e-01;-3.888206453363396431e-01
dataset/coarse/ape/coarse26.png;7.214905471551810376e-03;-2.217516905270737748e-01;8.931497218741203392e-01;-3.912259030325094811e-01
dataset/coarse/ape/coarse27.png;4.492196310484688343e-02;3.770813865539460741e-01;8.731083147119808041e-01;-3.057343878698708939e-01
dataset/coarse/ape/coarse28.png;8.444399496250691584e-02;2.598918993036000713e-01;9.148577495878850163e-01;-2.972552950077257394e-01
